Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
FVW5E,115.0,Home in Felton · ★4.91 · 2 bedrooms · 2 beds · 1 bath,"Mount Hermon is a private community that originated as a Christian community in the early 1900's. There are around 450 households, a large conference center, a youth camp, an adventure ropes course and hiking trails. It is a family neighborhood so please be mindful of speed when driving and being loud after hours. Parking is limited to one spot per booking. Nearby parking available.",27555230,2015-02-10,"Santa Cruz, CA","Holá my name is Max! I am a globetrotting, food chopping, story swapping, mountain climbing and outdoor dining guy. I have owned small businesses my whole life and have spent the last few years helping others build towards their goal of financial freedom through real estate.  My partner Lindsay and bought our first home in Santa Cruz Mountains with the intention of creating a space for peace and opportunities to connect with travelers. We are thrilled to have bought our second home in Bend which captured our hearts over a decade ago and have enjoyed fostering an incredible community here while exploring the wonders of the high desert. ",within an hour,100%,100%,f,3.0,"['email', 'phone']",t,t,Unincorporated Areas,37.04989,-122.05772,Entire home,Entire home/apt,6,1 bath,,2.0,[],30,1125,29,30,1125,1125,29.9,1125.0,t,0,28,29,29,65,1,0,2021-04-22,2023-03-15,4.91,4.83,4.94,4.98,5.0,4.94,4.71,t
KAUIV,141.0,Hotel in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 private bath,"Marina District, San Francisco is a serene and beautiful neighborhood along the bay. The neighborhood houses the best and wide variety of restaurants, offers great shopping and many tourist attractions. The popular attractions include Golden gate bridge, Palace of fine arts, and Crissy field. Along the northern side of Marina district is Crissy Field, where you find one of the largest beaches in SF, a running/walking trail  and a large grassy area that is perfect for a game of football. The Golden gate bridge is one of the most popular tourist attraction in SF. There are lots of fun activities you can do there such as biking. <br /> <br />To the south of this district is the Cow Hollow neighborhood which also offers a variety of fun things to do and places to eat.",85893340,2016-07-25,"San Francisco, CA",Full-service hospitality management company curating contemporary hospitality experiences for guests and blending traditional hospitality management with modern and digital trends for property owners,within an hour,100%,98%,t,4.0,"['email', 'phone']",t,t,Marina,37.79892412890685,-122.44296885513872,Room in hotel,Private room,2,1 private bath,,1.0,"[""Hair dryer"", ""Smoke alarm"", ""Oven"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Lock on bedroom door"", ""Refrigerator"", ""Body soap"", ""Essentials"", ""Stove"", ""Shampoo"", ""Dishes and silverware"", ""Host greets you"", ""Bed linens"", ""Microwave"", ""TV with standard cable""]",1,365,1,1,365,365,1.0,365.0,t,30,57,87,362,5,5,0,2023-05-08,2023-10-09,4.8,4.8,4.6,5.0,5.0,4.6,4.4,f
ZOIFO,87.0,Guesthouse in San Jose · ★4.67 · 1 bedroom · 1 bed · 1 bath,"Our property is located in the middle of a mixed-use historical urban neighborhood of downtown San Jose called the Lakehouse District, in close proximity to public transportation and downtown businesses and attractions. <br />Please be aware that we are located in the hustle and bustle of downtown San Jose. Our gated property is quite private and past guests have referred to our home as an oasis and a retreat.",18523209,2014-07-21,,"I'm a full-time doctoral student of clinical psychology. I also work as a professional in the high tech industry.  My mother, Lynn, and I co-host our guest house.",within a few hours,100%,100%,t,3.0,"['email', 'phone', 'work_email']",t,t,San Jose,37.3285433,-121.8979275,Entire guesthouse,Entire home/apt,1,1 bath,,1.0,[],14,180,14,14,180,180,14.0,180.0,t,0,20,50,325,3,3,0,2023-04-30,2023-09-13,4.67,5.0,5.0,5.0,5.0,4.33,5.0,f
UIH1Z,75.0,Home in Santa Clara · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,"Guest can expect a quiet neighborhood on a public street with ample parking.  There are numerous restaurants within a mile or so from our home: Togo's Eatery, Amarin Thai, Yoyo's Sushi, Yan Can, Peete's Coffee, Starbuck's, Red Robin Restaurant, Baja Fresh, Piatti's Italian Restaurant, Jersey's Mike's Subs, Premier Pizza, Great Indian Food, Subway, Tomatinas Italian Restaurant, Inn-Out Burger, Smoke Eaters, Mexicali, Krispy Creme Donuts, Panda Express and a few others.  There is a Safeway and Wells Fargo within a mile or so from the house.",54669612,2016-01-14,"Santa Clara, CA","I am a native Californian and I have been living in my home for 16 years.  I have a Pomeranian dog name Nymeria.  I am a diehard 49ers fan and I have often host tailgate parties at my home before walking to Levis stadium for the game.  I love to cook, travel, ski and swim and enjoy entertaining and family gatherings.",a few days or more,46%,35%,f,4.0,"['email', 'phone']",t,f,Santa Clara,37.39974,-121.96613,Private room in home,Private room,2,1 shared bath,,1.0,[],1,1125,1,1,1125,1125,1.0,1125.0,t,28,56,86,357,84,12,0,2016-03-19,2023-11-20,4.8,4.85,4.68,4.89,4.86,4.9,4.77,f
G1FBL,250.0,Boutique hotel in San Francisco · 1 bedroom · 1 bed · 1 private bath,,303943838,2019-10-22,"San Francisco, CA","Located in the historic Pacific Building in San Francisco’s SoMa District, Hotel Zelos is more than its prominent address — it’s where energy thrives. And where attitude reigns.

Step into the sophisticated lobby that opens to a portal to rooms of intimately warm shades of gray and a modern residential feel. Peel back the layers and explore the complexity of our merging with technology. Stay in, explore, dine at Dirty Habit, the sultry heart of Zelos.",,,,f,2.0,"['phone', 'work_email']",t,t,South of Market,37.78456,-122.40513,Room in boutique hotel,Private room,2,1 private bath,,1.0,"[""Essentials"", ""Heating"", ""Pets allowed"", ""Fire extinguisher"", ""Shampoo"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Gym"", ""Air conditioning"", ""Iron"", ""Indoor fireplace"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Elevator"", ""Lock on bedroom door"", ""Wifi"", ""Paid parking on premises""]",1,28,1,4,731,731,1.0,731.0,t,0,0,0,10,0,0,0,,,,,,,,,,t
AC5GR,280.0,Rental unit in Menlo Park · ★New · 2 bedrooms · 2 beds · 1 bath,"This furnished apartment is located in Menlo Park which is directly north of Palo Alto. Here residents are friendly, the streets are lined with trees, and there are parks dotted throughout the neighborhoods. This city is home to many venture capital firms, primarily found on the infamous Sand Hill Road. There is a Caltrain station that can take you all the way north to San Francisco or as far south as San Jose.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4850.0,"['email', 'phone', 'work_email']",t,t,Menlo Park,37.44943,-122.18081,Entire rental unit,Entire home/apt,4,1 bath,,2.0,[],31,1125,31,365,1125,1125,352.6,1125.0,t,0,0,21,296,0,0,0,,,,,,,,,,f
PYC4N,71.0,Home in Redwood City · ★4.95 · 1 bedroom · 1 bed · 2 baths,"Family / residential neighborhood. The nearest shopping mall is a 15 minute walk, however many other attractions in the area require a car to reach.",242779353,2019-02-12,"Redwood City, CA",,within an hour,94%,98%,t,5.0,"['email', 'phone']",t,t,Redwood City,37.48371,-122.19456,Private room in home,Private room,2,2 baths,,1.0,[],1,360,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,65,20,1,2021-05-29,2023-12-03,4.95,4.95,4.98,4.92,4.94,4.82,4.91,f
Q7PCV,82.0,Condo in Oakland · 1 bedroom · 2 beds · 1 bath,"Friendly neighborhood within walking distance of restaurants, Lake Merritt, Bart Station, Oakland Downtown and Highland Hospital. Half a mile to highway 580 and 880.",7851811,2013-07-31,"Redwood City, CA",,within an hour,100%,73%,t,3.0,"['email', 'phone']",t,t,Clinton,37.7962865,-122.2498794,Entire condo,Entire home/apt,2,1 bath,,2.0,[],30,1125,30,30,1125,1125,30.0,1125.0,t,2,32,62,337,1,1,0,2023-04-30,2023-04-30,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f
3CGC4,1889.0,Home in San Jose · 7 bedrooms · 11 beds · 4 baths,"- Safe, quiet, and friendly neighborhood.<br />- The public park is in 5min walking.<br />- It is good for family vacation and relaxing.",276375510,2019-07-15,"San Jose, CA","Hello and welcome to our Airbnb! My name is Van, and I'm excited to be your host. Whether you're traveling for business or pleasure, we understand that you have many options to choose from. That's why we strive to provide you with a comfortable, clean, and affordable place to stay that's also unforgettable.

Our cozy house is newly remodeled and furnished with everything you need for a relaxing and enjoyable stay. We're located in a safe and quiet neighborhood, making it easy to relax and unwind during your stay. And our friendly and attentive service ensures that you have everything you need to make your stay comfortable.

We value your feedback and are always looking for ways to improve. If there's anything we can do to enhance your experience, please don't hesitate to let us know. We're here to help and want to make sure you have a memorable stay.

Thank you for choosing our home for your lodging needs. We hope you have a pleasant stay and look forward to hosting you again in the future!",within an hour,100%,97%,t,8.0,"['email', 'phone']",t,f,San Jose,37.242207459205424,-121.77762015634268,Entire home,Entire home/apt,16,4 baths,,11.0,[],2,25,2,2,1125,1125,2.0,1125.0,t,22,52,82,159,0,0,0,,,,,,,,,,t
XNG74,99.0,Hotel in San Francisco · ★New · 1 bedroom · 1 bed · 1 bath,"Russian Hill is a vibrant and desirable neighborhood in San Francisco, centrally located and close to parks, beaches, restaurants, and downtown. It is known for its luxurious homes, charming streets, and stunning views of the city and the bay. <br /><br /><br />Residents of Russian Hill enjoy a variety of amenities, including: <br /><br /><br />- Parks and recreation. <br />- Beaches. <br />- Restaurants and shops. <br />- Downtown access. <br /><br /><br />If you are looking for a prestigious neighborhood in the heart of San Francisco, Russian Hill is the perfect place for you. With its stunning views, convenient location, and wide variety of amenities, Russian Hill has something to offer everyone.",542041520,2023-10-16,,,within an hour,98%,97%,f,265.0,"['email', 'phone']",t,t,Downtown/Civic Center,37.78761014962488,-122.42108672072746,Room in hotel,Private room,2,1 bath,,1.0,"[""Security cameras on property"", ""Hair dryer"", ""TV"", ""Laundromat nearby"", ""Smoke alarm"", ""Elevator"", ""Luggage dropoff allowed"", ""Clothing storage"", ""Fire extinguisher"", ""Private entrance"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Mini fridge"", ""Wifi"", ""Cleaning available during stay"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Conditioner"", ""Outlet covers"", ""Shower gel"", ""Body soap"", ""Essentials"", ""Self check-in"", ""Smart lock"", ""Shampoo"", ""Long term stays allowed"", ""Kitchenette"", ""Bed linens"", ""Microwave"", ""Paid parking off premises""]",1,365,1,1,365,365,1.0,365.0,t,30,60,90,269,0,0,0,,,,,,,,,,t
HZ8GQ,300.0,Hotel in San Francisco · ★4.88 · Studio · 2 beds · 1 private bath,"You are one block from Union Square, and all the shopping around it. Numerous restaurants, live theaters, and other attractions are all within walking distance. Bring some good shoes!",47514427,2015-10-26,"Penn Valley, CA","My wife and I are retired teachers who love to travel. Our favorite places to visit are Puerto Vallarta and American National Parks. We also plan to travel more in Europe, Australia, and New Zealand. We live in Northern California and love to share our local knowledge with our guests who stay at our time share resorts in San Francisco or Napa.",within an hour,100%,75%,t,88.0,"['email', 'phone']",t,t,Downtown/Civic Center,37.78784,-122.41036,Room in hotel,Private room,4,1 private bath,,2.0,"[""Hair dryer"", ""Air conditioning"", ""Smoke alarm"", ""Elevator"", ""Luggage dropoff allowed"", ""Hot tub"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Building staff"", ""Hot water"", ""Gym"", ""Paid parking on premises"", ""Lock on bedroom door"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""TV with standard cable""]",2,1125,2,2,1125,1125,2.0,1125.0,t,29,54,84,230,78,0,0,2017-05-17,2020-02-06,4.88,4.95,4.95,4.93,4.9,4.97,4.8,f
EMFHW,48.0,Home in Daly City · ★4.44 · 1 bedroom · 1 bed · 1 bath,There are several restaurants and groceries stores conveniently located walking distance and short driving distance from the home. My favorite casual/fast food joint is probably In & Out Burger.,86027378,2016-07-26,"San Francisco, CA",,within an hour,100%,99%,f,12.0,['phone'],t,t,Daly City,37.68067,-122.47554,Private room in home,Private room,2,1 bath,,1.0,[],30,1125,30,30,1125,1125,30.0,1125.0,t,13,43,73,348,59,4,0,2019-05-01,2023-10-11,4.44,4.73,4.59,4.75,4.58,4.71,4.69,f
8969J,70.0,Home in San Jose · 1 bedroom · 1 bed · 1 shared bath,"Very close to two major shopping centers with grocery stores such as Lucky ,  Walgreens ,Target and Lunardies<br />Close to major freeways such as 17 ,  880 and 280<br />Ten minutes away from downtown Campbell<br />Plenty of parking available on the street. It’s a safe place to park your car.",1367000,2011-11-03,"San Jose, CA","from san jose, skiing, owner, I am a family person and travelling with them.",,,,f,1.0,"['email', 'phone']",t,t,San Jose,37.26853,-121.93785,Private room in home,Private room,2,1 shared bath,,1.0,[],1,28,1,1,28,28,1.0,28.0,t,23,53,83,173,1,0,0,2022-09-24,2022-09-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f
Q8GWM,180.0,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,"This furnished apartment is located in South of Market, known as SoMa. A trendy, urban district, famous for its excellent art and museum scene. Home to a diverse mix of entrepreneurs and young families, this neighborhood offers hip bars, fine dinings and delicious coffee. Don’t miss the plethora of museums, including a visit to the San Francisco Modern Museum of Art. Baseball lovers frequently visit SoMa, as it is also home to the San Francisco Giants.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4620.0,"['email', 'phone', 'work_email']",t,t,South of Market,37.7816149,-122.4069261,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""High chair"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Lockbox"", ""Air conditioning"", ""Smoke alarm"", ""Elevator"", ""Crib"", ""Oven"", ""Pets allowed"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Heating"", ""Washer \u2013\u00a0In unit"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Gym"", ""Paid parking on premises"", ""Refrigerator"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Long term stays allowed"", ""Dryer \u2013\u00a0In unit"", ""Bed linens"", ""Microwave"", ""Fast wifi \u2013 222 Mbps""]",31,1125,31,366,1125,1125,352.7,1125.0,t,0,11,41,316,0,0,0,,,,,,,,,,f
